activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753358344.4068687,3
aggregation,,False,,,1,GossipAvg,1753358367.399785,
aggregation,,True,,,1,GossipAvg,1753358367.3997953,
aggregation,,False,,,1,GossipAvg,1753358367.399806,
model_update,,,,5.669904916218408,1,,1753358367.7741992,
local_training,,,{},,2,,1753358368.6460338,3
aggregation,,False,,,2,GossipAvg,1753358385.487739,
aggregation,,True,,,2,GossipAvg,1753358385.487757,
aggregation,,False,,,2,GossipAvg,1753358385.487771,
model_update,,,,5.168595579260792,2,,1753358385.851557,
local_training,,,{},,3,,1753358386.7667248,3
aggregation,,False,,,3,GossipAvg,1753358391.137729,
aggregation,,True,,,3,GossipAvg,1753358391.1377406,
aggregation,,False,,,3,GossipAvg,1753358391.1378355,
model_update,,,,4.539064464174956,3,,1753358391.5060623,
local_training,,,{},,4,,1753358392.4366612,3
aggregation,,False,,,4,GossipAvg,1753358417.0272653,
aggregation,,True,,,4,GossipAvg,1753358417.0277724,
aggregation,,False,,,4,GossipAvg,1753358417.0277863,
model_update,,,,5.3809149885335605,4,,1753358417.410178,
local_training,,,{},,5,,1753358418.4325795,3
aggregation,,False,,,5,GossipAvg,1753358423.4025886,
aggregation,,True,,,5,GossipAvg,1753358423.4027057,
aggregation,,False,,,5,GossipAvg,1753358423.402719,
model_update,,,,5.348716133276705,5,,1753358423.7738147,
local_training,,,{},,6,,1753358424.776768,3
aggregation,,False,,,6,GossipAvg,1753358429.5454066,
aggregation,,True,,,6,GossipAvg,1753358429.5455139,
aggregation,,False,,,6,GossipAvg,1753358429.5455272,
model_update,,,,5.424094486710847,6,,1753358429.914329,
local_training,,,{},,7,,1753358430.956318,3
aggregation,,False,,,7,GossipAvg,1753358435.4537652,
aggregation,,True,,,7,GossipAvg,1753358435.453779,
aggregation,,False,,,7,GossipAvg,1753358435.4537911,
model_update,,,,5.335855860582351,7,,1753358435.835435,
local_training,,,{},,8,,1753358436.914769,3
aggregation,,False,,,8,GossipAvg,1753358441.1052704,
aggregation,,True,,,8,GossipAvg,1753358441.1052825,
aggregation,,False,,,8,GossipAvg,1753358441.105294,
model_update,,,,5.106278976611535,8,,1753358441.4776797,
local_training,,,{},,9,,1753358442.5767024,3
aggregation,,False,,,9,GossipAvg,1753358447.5919354,
aggregation,,True,,,9,GossipAvg,1753358447.5919507,
aggregation,,False,,,9,GossipAvg,1753358447.5919619,
model_update,,,,5.25835105580215,9,,1753358447.9715457,
local_training,,,{},,10,,1753358449.1217136,3
aggregation,,False,,,10,GossipAvg,1753358454.1187553,
aggregation,,True,,,10,GossipAvg,1753358454.1187658,
aggregation,,False,,,10,GossipAvg,1753358454.1187775,
model_update,,,,5.166144448981067,10,,1753358454.4907098,
