activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749457715.0874677,1
aggregation,,False,,,1,GossipAvg,1749457732.5225058,
aggregation,,True,,,1,GossipAvg,1749457732.522519,
aggregation,,False,,,1,GossipAvg,1749457732.522528,
model_update,,,,1.0661639215168808,1,,1749457735.2537346,
local_training,,,{},,2,,1749457735.7494886,1
aggregation,,False,,,2,GossipAvg,1749457749.817882,
aggregation,,True,,,2,GossipAvg,1749457749.817893,
aggregation,,False,,,2,GossipAvg,1749457749.817901,
model_update,,,,0.830475391616802,2,,1749457752.4881356,
local_training,,,{},,3,,1749457752.9854383,1
aggregation,,False,,,3,GossipAvg,1749457760.5736573,
aggregation,,True,,,3,GossipAvg,1749457760.5736682,
aggregation,,False,,,3,GossipAvg,1749457760.573676,
model_update,,,,0.9965246070505442,3,,1749457763.169611,
