activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749446911.267864,1
aggregation,,False,,,1,GossipAvg,1749446949.7111125,
aggregation,,True,,,1,GossipAvg,1749446949.7111192,
aggregation,,False,,,1,GossipAvg,1749446949.711126,
model_update,,,,1.7940013558419727,1,,1749446951.5876026,
local_training,,,{},,2,,1749446952.0735903,1
aggregation,,False,,,2,GossipAvg,1749446980.0713212,
aggregation,,True,,,2,GossipAvg,1749446980.0713289,
aggregation,,False,,,2,GossipAvg,1749446980.071335,
model_update,,,,1.7596703772002245,2,,1749446982.0758152,
local_training,,,{},,3,,1749446982.5648596,1
aggregation,,False,,,3,GossipAvg,1749446989.7929723,
aggregation,,True,,,3,GossipAvg,1749446989.7929788,
aggregation,,False,,,3,GossipAvg,1749446989.7929847,
model_update,,,,0.8745855596083286,3,,1749446991.6460795,
