activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749447237.7625728,1
aggregation,,False,,,1,GossipAvg,1749447274.8246706,
aggregation,,True,,,1,GossipAvg,1749447274.8246772,
aggregation,,False,,,1,GossipAvg,1749447274.8246834,
model_update,,,,2.280621605613526,1,,1749447276.6562274,
local_training,,,{},,2,,1749447277.1546748,1
aggregation,,False,,,2,GossipAvg,1749447291.7494278,
aggregation,,True,,,2,GossipAvg,1749447291.7494338,
aggregation,,False,,,2,GossipAvg,1749447291.749441,
model_update,,,,1.118091334639745,2,,1749447293.6553252,
local_training,,,{},,3,,1749447294.1456065,1
aggregation,,False,,,3,GossipAvg,1749447310.732124,
aggregation,,True,,,3,GossipAvg,1749447310.7321312,
aggregation,,False,,,3,GossipAvg,1749447310.7321377,
model_update,,,,1.2535979669890374,3,,1749447312.5902996,
