activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749429549.7571995,1
aggregation,,False,,,1,GossipAvg,1749429559.9436202,
aggregation,,True,,,1,GossipAvg,1749429559.9436274,
aggregation,,False,,,1,GossipAvg,1749429559.9436347,
model_update,,,,8.439559930652226,1,,1749429566.071027,
local_training,,,{},,2,,1749429566.5857031,1
aggregation,,False,,,2,GossipAvg,1749429571.4682698,
aggregation,,True,,,2,GossipAvg,1749429571.4682772,
aggregation,,False,,,2,GossipAvg,1749429571.468284,
model_update,,,,4.0299614046887395,2,,1749429577.061926,
local_training,,,{},,3,,1749429577.5621517,1
aggregation,,False,,,3,GossipAvg,1749429582.3816147,
aggregation,,True,,,3,GossipAvg,1749429582.3816218,
aggregation,,False,,,3,GossipAvg,1749429582.381629,
model_update,,,,2.89884276324696,3,,1749429587.8808525,
