activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749444127.728801,1
aggregation,,False,,,1,GossipAvg,1749444133.7254853,
aggregation,,True,,,1,GossipAvg,1749444133.725493,
aggregation,,False,,,1,GossipAvg,1749444133.7254999,
model_update,,,,15.908078900546888,1,,1749444134.1184177,
local_training,,,{},,2,,1749444134.443508,1
aggregation,,False,,,2,GossipAvg,1749444140.6310663,
aggregation,,True,,,2,GossipAvg,1749444140.6310732,
aggregation,,False,,,2,GossipAvg,1749444140.63108,
model_update,,,,14.256930215465818,2,,1749444141.0037508,
local_training,,,{},,3,,1749444141.3362968,1
aggregation,,False,,,3,GossipAvg,1749444146.7931237,
aggregation,,True,,,3,GossipAvg,1749444146.7931306,
aggregation,,False,,,3,GossipAvg,1749444146.7931385,
model_update,,,,13.023182333730098,3,,1749444147.1704402,
