activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749394380.5099397,1
aggregation,,False,,,1,GossipAvg,1749394392.410929,
aggregation,,False,,,1,GossipAvg,1749394392.4110012,
aggregation,,True,,,1,GossipAvg,1749394392.4110076,
model_update,,,,5.234927725915549,1,,1749394392.7003093,
local_training,,,{},,2,,1749394393.0412118,1
aggregation,,False,,,2,GossipAvg,1749394394.7159724,
aggregation,,False,,,2,GossipAvg,1749394394.7160459,
aggregation,,True,,,2,GossipAvg,1749394394.7160537,
model_update,,,,5.369058951495228,2,,1749394394.9858224,
local_training,,,{},,3,,1749394395.3147874,1
aggregation,,False,,,3,GossipAvg,1749394397.0561802,
aggregation,,False,,,3,GossipAvg,1749394397.05624,
aggregation,,True,,,3,GossipAvg,1749394397.0562463,
model_update,,,,5.368632794238255,3,,1749394397.32155,
