activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749440667.9034438,1
aggregation,,False,,,1,GossipAvg,1749440681.5261824,
aggregation,,True,,,1,GossipAvg,1749440681.5261898,
aggregation,,False,,,1,GossipAvg,1749440681.5261965,
model_update,,,,1.512986602039928,1,,1749440681.9322178,
local_training,,,{},,2,,1749440682.2600121,1
aggregation,,False,,,2,GossipAvg,1749440695.786325,
aggregation,,True,,,2,GossipAvg,1749440695.7863324,
aggregation,,False,,,2,GossipAvg,1749440695.7863393,
model_update,,,,1.7646617734247525,2,,1749440696.1700072,
local_training,,,{},,3,,1749440696.5043485,1
aggregation,,False,,,3,GossipAvg,1749440710.299109,
aggregation,,True,,,3,GossipAvg,1749440710.2991168,
aggregation,,False,,,3,GossipAvg,1749440710.2991238,
model_update,,,,1.9037079805680155,3,,1749440710.6896656,
